單字編號,漢字,假名拼音(分別),假名拼音,重音,詞性,中文意思,常用例句 1日,常用例句 1中,常用例句 2日,常用例句 2中,常用例句 1題目,常用例句 1答案,常用例句 2題目,常用例句 2答案
920,程度,てい.ど,ていど,[1],名詞,程度 / 大約,彼の日本語の（ ）はかなり高い。 / 他的日文程度相當高。,10分（ ）お待ちください。 / 請稍等10分鐘左右。,題目：彼の日本語の（ ）はかなり高い。 答案：程度,,,,,
921,停留所,てい.りゅう.じょ,ていりゅうじょ,[0],名詞,停靠站 / 招呼站,バスの（ ）でバスを待つ。 / 在公車站等待公車。,次の（ ）で降ります。 / 在下一個停靠站下車。,題目：バスの（ ）でバスを待つ。 答案：停留所,,,,,
922,デート,デート,デート,[1],名詞 / 自動三,約會,週末に彼女と（ ）に行く。 / 週末和女朋友去約會。,初めての（ ）で緊張する。 / 第一次約會很緊張。,題目：週末に彼女と（ ）に行く。 答案：デート,,,,,
923,テーマ,テーマ,テーマ,[1],名詞,主題 / 題目,今日の会議の（ ）は環境保護だ。 / 今天會議的主題是環境保護。,論文の（ ）を決める。 / 決定論文的題目。,題目：今日の会議の（ ）は環境保護だ。 答案：テーマ,,,,,
924,敵,てき,てき,[2],名詞,敵人 / 對手,試合で強い（ ）に勝った。 / 在比賽中戰勝了強敵。,油断は最大の（ ）だ。 / 粗心大意是最大的敵人。,題目：試合で強い（ ）に勝った。 答案：敵,,,,,
925,出来事,で.き.ごと,できごと,[2],名詞,事件 / 變故,日常の小さな（ ）を日記に書く。 / 將日常的小事件寫進日記裡。,信じられない（ ）が起こった。 / 發生了令人難以置信的事情。,題目：日常の小さな（ ）を日記に書く。 答案：出来事,,,,,
926,適する,てき.する,てきする,[3],自動三 / 他動三,適合 / 適宜,この土地は野菜の栽培に（ ）ている。 / 這塊土地適合種植蔬菜。,彼の性格はこの仕事に（ ）ている。 / 他的性格適合這份工作。,題目：この土地は野菜の栽培に（ ）ている。 答案：適する,,,,,
927,適切,てき.せつ,てきせつ,[0],な形,適切 / 恰當,状況に応じて（ ）な判断をする。 / 根據狀況做出適切的判斷。,彼に（ ）なアドバイスをもらった。 / 從他那裡得到了恰當的建議。,題目：状況に応じて（ ）な判断をする。 答案：適切,,,,,
928,適度,てき.ど,てきど,[1],な形 / 名詞,適度 / 適量,健康のために（ ）な運動が必要だ。 / 為了健康，適度的運動是必要的。,（ ）の緊張感を持って試合に臨む。 / 帶著適度的緊張感迎接比賽。,題目：健康のために（ ）な運動が必要だ。 答案：適度,,,,,
929,できれば,できれば,できれば,[2],情態副詞 / 慣用,可以的話 / 盡可能,（ ）明日お会いしたいです。 / 可以的話，希望明天能見面。,（ ）静かな部屋が欲しい。 / 如果可以的話，想要安靜的房間。,題目：（ ）明日お会いしたいです。 答案：できれば,,,,,
930,ですから,ですから,ですから,[1],慣用,所以 / 因此,雨が降っています。（ ）、傘を持って行きましょう。 / 正在下雨。所以，帶著傘去吧。,（ ）、さっきからそう言っているでしょう。 / 所以說，我從剛才就不斷那樣說了吧。,題目：雨が降っています。（ ）、傘を持って行きましょう。 答案：ですから,,,,,
931,鉄,てつ,てつ,[0],名詞,鐵,この橋は（ ）で作られている。 / 這座橋是用鐵建造的。,（ ）は熱いうちに打て。 / 趁熱打鐵。,題目：この橋は（ ）で作られている。 答案：鉄,,,,,
932,哲学,てつ.がく,てつがく,[2],名詞,哲學,大学で（ ）を学ぶ。 / 在大學學習哲學。,彼には自分なりの人生の（ ）がある。 / 他有屬於自己的一套人生哲學。,題目：大学で（ ）を学ぶ。 答案：哲学,,,,,
933,手伝い,て.つだ.い,てつだい,[3],名詞,幫忙 / 幫手,母の料理の（ ）をする。 / 幫忙媽媽做料理。,引っ越しの（ ）を頼む。 / 拜託別人來幫忙搬家。,題目：母の料理の（ ）をする。 答案：手伝い,,,,,
934,徹底,てっ.てい,てってい,[0],名詞 / 自動三,徹底 / 貫徹,規則を（ ）的に守る。 / 徹底遵守規則。,衛生管理を（ ）する。 / 徹底執行衛生管理。,題目：規則を（ ）的に守る。 答案：徹底,,,,,
935,徹夜,てつ.や,てつや,[0],名詞 / 自動三,熬夜 / 通宵,昨日（ ）で勉強したので眠い。 / 昨天熬夜念書，所以好睏。,（ ）で仕事を終わらせる。 / 通宵把工作完成。,題目：昨日（ ）で勉強したので眠い。 答案：徹夜,,,,,
936,では,では,では,[1],慣用,那麼 / 既然那樣,（ ）、また明日お会いしましょう。 / 那麼，我們明天見吧。,（ ）、次の問題に移ります。 / 那麼，我們進入下一道題目。,題目：（ ）、また明日お会いしましょう。 答案：では,,,,,
937,手間,て.ま,てま,[2],名詞,勞力 / 工夫 / 麻煩,この料理は作るのに（ ）がかかる。 / 這道料理做起來很費工夫。,多少の（ ）は惜しまない。 / 不吝惜花費一點麻煩與工夫。,題目：この料理は作るのに（ ）がかかる。 答案：手間,,,,,
938,天候,てん.こう,てんこう,[0],名詞,天候 / 天氣,（ ）が悪いため、飛行機が遅れた。 / 由於天候不佳，班機誤點了。,悪（ ）にもかかわらず、試合が行われた。 / 儘管天候惡劣，比賽還是進行了。,題目：（ ）が悪いため、飛行機が遅れた。 答案：天候,,,,,
939,電子,でん.し,でんし,[1],名詞,電子,（ ）レンジで料理を温める。 / 用微波爐（電子爐）加熱料理。,最近は（ ）書籍を読む人が増えた。 / 最近閱讀電子書的人變多了。,題目：（ ）レンジで料理を温める。 答案：電子,,,,,
940,テント,テント,テント,[1],名詞,帳篷,山で（ ）を張って寝る。 / 在山上搭帳篷過夜。,雨が降ってきたので（ ）の中に入る。 / 因為下雨了，所以走進帳篷裡。,題目：山で（ ）を張って寝る。 答案：テント,,,,,
941,伝統,でん.とう,でんとう,[0],名詞,傳統,日本の（ ）的な文化を学ぶ。 / 學習日本的傳統文化。,この祭りには長い（ ）がある。 / 這個祭典有著悠久的傳統。,題目：日本の（ ）的な文化を学ぶ。 答案：伝統,,,,,
942,天然,てん.ねん,てんねん,[0],名詞,天然,これは（ ）の温泉です。 / 這是天然的溫泉。,（ ）の素材で作られた服を着る。 / 穿著由天然素材製作的衣服。,題目：これは（ ）の温泉です。 答案：天然,,,,,
943,党,とう,とう,[1],名詞,黨 / 政黨,彼は新しい（ ）を作ることにした。 / 他決定成立新的政黨。,与（ ）と野（ ）が話し合う。 / 執政黨與在野黨進行商議。,題目：彼は新しい（ ）を作ることにした。 答案：党,,,,,
944,塔,とう,とう,[1],名詞,塔 / 塔樓,あの高い（ ）の上から街が見える。 / 從那座高塔上方能看見整座城市。,公園の王央に時計（ ）がある。 / 公園中央有一座鐘塔。,題目：あの高い（ ）の上から街が見える。 答案：塔,,,,,
945,当時,とう.じ,とうじ,[1],名詞,當時,学生の（ ）はよく旅行をした。 / 學生當時經常去旅行。,（ ）のことを今でもはっきりと覚えている。 / 當時的事情至今依然記得很清楚。,題目：学生の（ ）はよく旅行をした。 答案：当時,,,,,
946,動詞,どう.し,どうし,[1],名詞,動詞,この文の（ ）は何ですか。 / 這個句子的動詞是什麼？,日本語の（ ）を活用させる。 / 讓日文的動詞產生變化。,題目：この文の（ ）は何ですか。 答案：動詞,,,,,
947,同時,どう.じ,どうじ,[0],名詞,同時,二つの事件が（ ）に起こった。 / 兩起事件同時發生了。,音楽を聴くと（ ）に勉強するのは難しい。 / 聽音樂的同時念書是有困難的。,題目：二つの事件が（ ）に起こった。 答案：同時,,,,,
948,どうしても,どうしても,どうしても,[4],情態副詞,怎麼也（不） / 務必 / 說什麼也,この問題が（ ）分からない。 / 這道題目怎麼也弄不懂。,明日の会議には（ ）出席したい。 / 明天的會議說什麼也想出席。,題目：この問題が（ ）分からない。 答案：どうしても,,,,,
949,到着,とう.ちゃく,とうちゃく,[0],名詞 / 自動三,抵達 / 到達,飛行機が予定通りに空港に（ ）した。 / 飛機依照預定抵達了機場。,目的地への（ ）が遅れる。 / 抵達目的地的時間會延遲。,題目：飛行機が予定通りに空港に（ ）した。 答案：到着,,,,,
950,道徳,どう.とく,どうとく,[0],名詞,道德,学校で（ ）の授業を受ける。 / 在學校上道德課程。,公共の場所では（ ）的な行動が求められる。 / 在公共場所會被要求要有道德規範的行為。,題目：学校で（ ）の授業を受ける。 答案：道徳,,,,,
951,投票,とう.ひょう,とうひょう,[0],名詞 / 自動三 / 他動三,投票,選挙に行って（ ）する。 / 去選舉投票。,（ ）結果が発表された。 / 投票結果公布了。,題目：選挙に行って（ ）する。 答案：投票,,,,,
952,同僚,どう.りょう,どうりょう,[0],名詞,同僚 / 同事,会社の（ ）と一緒に食事に行く。 / 和公司的同事一起去吃一頓飯。,彼は信頼できる素晴らしい（ ）だ。 / 他是個值得信賴的最棒同事。,題目：会社の（ ）と一緒に食事に行く。 答案：同僚,,,,,
953,道路,どう.ろ,どうろ,[1],名詞,道路,（ ）が渋滞していて動かない。 / 道路大塞車，動彈不得。,（ ）を渡る時は左右をよく見てください。 / 穿越道路時請仔細看左右兩邊。,題目：（ ）が渋滞していて動かない。 答案：道路,,,,,
954,登録,とう.ろく,とうろく,[0],名詞 / 他動三,登錄 / 註冊,このサイトを利用するには会員（ ）が必要です。 / 使用這個網站需要進行會員註冊。,住所変更の（ ）を行う。 / 進行變更地址的登錄。,題目：このサイトを利用するには会員（ ）が必要です。 答案：登録,,,,,
955,通す,とお.す,とおす,[1],他動一,讓…通過 / 穿過 / 透過,針に糸を（ ）。 / 將線穿過針眼。,お客様を応接室へ（ ）。 / 請客人通過（引導客人）往客廳走去。,題目：針に糸を（ ）。 答案：通す,,,,,
956,通り過ぎる,とお.り.す.ぎる,とおりすぎる,[5],自動二,走過頭 / 通過,ぼんやりしていて降りる駅を（ ）てしまった。 / 因為發呆，把要下車的車站走過頭（坐過站）了。,電車が目の前をあっという間に（ ）た。 / 電車在一瞬間就從眼前通過了。,題目：ぼんやりしていて降りる駅を（ ）てしまった。 答案：通り過ぎる,,,,,
957,都会,と.かい,とかい,[0],名詞,都會 / 城市,（ ）の生活は便利だが忙しい。 / 都會的生活雖然便利，但很忙碌。,田舎から（ ）に出て働く。 / 從鄉下到城市去工作。,題目：（ ）の生活は便利だが忙しい。 答案：都会,,,,,
958,毒,どく,どく,[2],名詞,毒 / 毒物,このキノコには（ ）があるから食べてはいけない。 / 這個蘑菇有毒，所以不可以吃。,体から（ ）を出す。 / 從身體裡排出毒素。,題目：このキノコには（ ）があるから食べてはいけない。 答案：毒,,,,,
959,読書,どく.しょ,どくしょ,[1],名詞 / 自動三,讀書 / 閱讀,私の趣味は（ ）と音楽鑑賞です。 / 我的興趣是閱讀和欣賞音樂。,秋は（ ）に最も適した季節だ。 / 秋天是最適合閱讀的季節。,題目：私の趣味は（ ）と音楽鑑賞です。 答案：読書,,,,,
960,独身,どく.しん,どくしん,[0],名詞,單身,兄はまだ（ ）で一人暮らしをしている。 / 哥哥還是單身，過著獨居生活。,（ ）生活を自由におもいっきり楽しむ。 / 盡情自由地享受單身生活。,題目：兄はまだ（ ）で一人暮らしをしている。 答案：独身,,,,,
961,特徴,とく.ちょう,とくちょう,[0],名詞,特徵,この商品の（ ）を教えてください。 / 請告訴我這件商品的特徵。,彼の顔には大きな（ ）がない。 / 他的臉長得沒有明顯的特徵。,題目：この商品の（ ）を教えてください。 答案：特徴,,,,,
962,独特,どく.とく,どくとく,[0],な形 / 名詞,獨特,彼は（ ）な話し方をする。 / 他的說話方式很獨特。,その料理には（ ）の香りがある。 / 那道料理有一股獨特的香氣。,題目：彼は（ ）な話し方をする。 答案：独特,,,,,
963,独立,どく.りつ,どくりつ,[0],名詞 / 自動三,獨立,親元を離れて（ ）する。 / 離開父母親身邊自己獨立。,新しい会社を立ち上げて（ ）した。 / 創立了新公司而獨立創業。,題目：親元を離れて（ ）する。 答案：独立,,,,,
964,ところが,ところが,ところが,[3],慣用,可是 / 由於…然而,天気予報は雨だった。（ ）、実際は良い天気になった。 / 天氣預報說會下雨。然而，實際上卻是好天氣。,助けようとした、（ ）かえって邪魔になった。 / 本想幫忙，沒想到反而幫了倒忙。,題目：天気予報は雨だった。（ ）、実際は良い天気になった。 答案：ところが,,,,,
